ID	GrossMonthlyIncome	CreditCardPayment	CarPayment	StudentLoanPayments	AppraisedValue	DownPayment	LoanAmount	MonthlyMortgagePayment	CreditScore
2109	9763	278	422	380	419134	117357.52	301776.48	1809.3	673
2110	3736	275	367	234	304750	36570	268180	1439.65	731
2111	9182	437	459	298	377850	105798	272052	1460.43	740
2112	2331	248	437	442	366183	62251.11	303931.89	1631.57	730
2113	8931	279	470	279	246151	61537.75	184613.25	1354.63	531
2114	3363	470	412	261	460739	41466.51	419272.49	3076.47	541
2115	4570	286	419	205	277186	13859.3	263326.7	1932.2	509
2116	3668	410	402	367	301932	30193.2	271738.8	1629.21	664
2117	4230	331	364	218	267915	53583	214332	1572.69	597
2118	3812	445	353	248	241106	12055.3	229050.7	965.69	830
2119	6344	348	385	407	253731	12686.55	241044.45	1603.67	606
2120	6681	405	492	281	339624	20377.44	319246.56	2342.52	582
2121	7937	493	401	362	280295	42044.25	238250.75	1137.45	769
2122	9725	400	467	248	409837	90164.14	319672.86	1347.75	823
2123	2424	368	446	221	294451	55945.69	238505.31	1750.07	599
2124	9745	204	412	394	482466	38597.28	443868.72	3256.95	572
2125	7973	355	365	404	442881	84147.39	358733.61	1512.44	846
2126	3017	441	495	262	264251	52850.2	211400.8	1551.18	539
2127	6451	243	389	430	486603	43794.27	442808.73	2114.04	790
2128	6935	254	421	435	343672	17183.6	326488.4	1957.46	697
2129	3565	441	436	334	279386	81021.94	198364.06	947.02	757
2130	9497	203	410	208	343620	92777.4	250842.6	1668.86	611
2131	5502	381	441	347	416473	108282.98	308190.02	2261.39	565
2132	9548	429	403	299	446316	26778.96	419537.04	3078.41	577
2133	7289	336	409	379	344903	82776.72	262126.28	1407.15	727
2134	7441	402	407	381	257704	64426	193278	1418.21	580
2135	2035	283	496	217	477358	105018.76	372339.24	2732.09	511
2136	3051	362	440	282	298710	83638.8	215071.2	1578.12	529
2137	4241	359	455	293	374902	52486.28	322415.72	1539.26	796
2138	5717	278	386	321	265320	18572.4	246747.6	1324.59	730
2139	4946	251	356	249	362775	65299.5	297475.5	2182.77	541
2140	6825	371	477	224	484423	24221.15	460201.85	3376.8	799
2141	6713	275	379	313	347820	52173	295647	1246.46	818
2142	8834	337	351	449	235125	32917.5	202207.5	1483.73	571
2143	9136	289	428	228	423819	89001.99	334817.01	2456.77	506
2144	3666	306	402	398	410840	98601.6	312238.4	1676.16	701
2145	6997	473	401	257	475040	42753.6	432286.4	2876.01	637
2146	9036	435	387	315	256546	56440.12	200105.88	1468.31	582
2147	3294	381	351	238	446824	22341.2	424482.8	2824.09	628
2148	5379	358	495	412	236880	63957.6	172922.4	1036.76	693
2149	3847	383	458	444	235437	44733.03	190703.97	804.02	840
2150	8217	266	389	374	303786	21265.02	282520.98	1693.86	676
2151	5707	204	371	390	409749	49169.88	360579.12	1935.67	731
2152	6568	493	458	205	475297	66541.58	408755.42	2450.7	655
2153	6446	380	361	277	250918	25091.8	225826.2	1353.94	656
2154	5567	487	396	273	334077	23385.39	310691.61	1309.89	835
2155	7342	212	483	379	465232	97698.72	367533.28	2696.83	507
2156	6129	228	354	364	361469	57835.04	303633.96	1280.13	830
2157	2110	297	399	380	403802	24228.12	379573.88	2037.63	713
2158	3121	343	374	343	272545	43607.2	228937.8	1092.98	798
2159	5093	387	493	259	466023	93204.6	372818.4	2735.61	524
2160	7411	361	445	434	256478	20518.24	235959.76	1731.39	530
2161	7921	475	483	287	248751	39800.16	208950.84	1390.16	638
2162	9240	289	449	331	463178	60213.14	402964.86	1923.82	769
2163	8033	317	488	410	302132	87618.28	214513.72	1427.17	635
2164	2503	330	380	430	447710	125358.8	322351.2	2144.61	602
2165	5540	336	394	357	483296	33830.72	449465.28	1894.96	804
2166	9703	361	446	208	242207	26642.77	215564.23	1292.42	695
2167	5582	214	375	359	389807	23388.42	366418.58	1749.34	781
2168	9773	205	446	256	444502	84455.38	360046.62	1517.97	848
2169	2743	277	488	346	321996	64399.2	257596.8	1713.8	631
2170	9890	211	399	289	278870	39041.8	239828.2	1759.77	541
2171	7410	331	426	200	303261	48521.76	254739.24	1869.19	550
2172	5369	350	458	415	326130	94577.7	231552.3	1105.47	788
2173	7059	440	351	265	494693	34628.51	460064.49	3375.79	510
2174	5427	220	362	229	396744	103153.44	293590.56	1953.27	638
2175	3273	457	461	297	262527	52505.4	210021.6	1541.06	527
2176	6841	436	415	220	355718	28457.44	327260.56	2401.32	585
2177	7190	204	385	301	497205	99441	397764	1898.99	789
2178	8655	438	426	374	477845	129018.15	348826.85	1872.58	714
2179	4256	476	373	297	393176	98294	294882	1243.23	837
2180	8749	470	396	362	249458	52386.18	197071.82	1057.92	712
2181	3675	433	377	446	360717	79357.74	281359.26	1686.89	672
2182	2188	449	448	385	283324	48165.08	235158.92	1122.68	798
2183	2479	247	350	323	467752	135648.08	332103.92	1585.51	784
2184	5840	241	466	259	458535	22926.75	435608.25	2898.11	624
2185	9205	409	473	396	309901	52683.17	257217.83	1711.28	606
2186	2318	247	461	425	459068	100994.96	358073.04	2382.27	616
2187	6416	299	455	268	418213	71096.21	347116.79	2081.14	664
2188	3291	249	385	374	480996	96199.2	384796.8	2823.5	573
2189	8885	266	420	215	459892	59785.96	400106.04	2661.92	606
2190	5701	365	493	445	267787	34812.31	232974.69	1549.99	629
2191	5605	360	470	234	325706	26056.48	299649.52	1993.58	618
2192	2994	468	474	209	416575	33326	383249	1829.69	772
2193	8008	454	426	340	402162	32172.96	369989.04	1559.89	837
2194	2037	236	382	308	390518	62482.88	328035.12	1383.01	810
2195	6887	224	451	370	307349	33808.39	273540.61	1819.87	616
2196	8013	460	403	366	475507	109366.61	366140.39	1748.01	764
2197	4037	291	482	312	312483	34373.13	278109.87	1172.52	822
2198	8685	264	484	257	319844	54373.48	265470.52	1947.93	506
2199	8913	384	473	310	472070	103855.4	368214.6	1757.91	757
2200	5168	335	475	355	368253	92063.25	276189.75	1482.65	745
2201	7709	231	374	218	471806	28308.36	443497.64	3254.23	551
2202	5507	237	393	213	242972	12148.6	230823.4	1535.67	606
2203	2605	493	384	206	312955	78238.75	234716.25	989.57	815
2204	6047	497	485	259	449655	22482.75	427172.25	2293.15	723
2205	8775	461	414	348	349194	31427.46	317766.54	1339.72	805
2206	2800	436	478	301	279053	53020.07	226032.93	1503.8	635
2207	7834	230	411	441	434950	34796	400154	2936.19	518
2208	6486	311	478	373	345614	48385.96	297228.04	1977.47	634
2209	4675	407	356	214	464069	111376.56	352692.44	1893.33	713
2210	4874	285	442	282	429278	94441.16	334836.84	2456.91	532
2211	5476	319	351	333	453548	63496.72	390051.28	2862.06	532
2212	5166	446	375	306	482246	38579.68	443666.32	2118.13	787
2213	3647	287	435	395	361954	18097.7	343856.3	1449.71	803
2214	5503	329	435	320	498431	89717.58	408713.42	1723.15	839
2215	5435	497	385	377	265476	13273.8	252202.2	1677.91	606
2216	8086	223	460	256	295500	76830	218670	1043.96	782
2217	9826	264	419	334	490476	49047.6	441428.4	1861.08	814
2218	5843	467	392	447	459151	123970.77	335180.23	1799.32	709
2219	2547	252	408	394	271158	16269.48	254888.52	1695.78	629
2220	6611	441	486	308	279322	72623.72	206698.28	1239.26	652
2221	9815	471	373	341	332579	33257.9	299321.1	1429	755
2222	2931	361	351	257	347417	93802.59	253614.41	1520.55	675
2223	4399	306	396	227	374322	101066.94	273255.06	1152.05	812
2224	4830	255	458	357	322961	41984.93	280976.07	2061.7	559
2225	3199	358	375	290	386255	19312.75	366942.25	2200	683
2226	8198	416	401	423	455174	122896.98	332277.02	1783.73	709
2227	6298	230	411	425	276647	49796.46	226850.54	1509.24	624
2228	8226	473	393	324	465519	135000.51	330518.49	2425.23	583
2229	5298	463	370	333	329401	59292.18	270108.82	1619.44	674
2230	4609	453	497	280	419855	67176.8	352678.2	1893.25	740
2231	2332	341	431	365	378656	106023.68	272632.32	2000.48	545
2232	2146	382	477	331	490203	63726.39	426476.61	2556.94	687
2233	5012	214	421	267	477078	128811.06	348266.94	2317.03	606
2234	2548	208	359	297	375415	26279.05	349135.95	1874.24	726
2235	8911	235	389	272	397434	19871.7	377562.3	2770.42	557
2236	2217	307	390	206	471006	70650.9	400355.1	2400.33	687
2237	6488	267	413	444	344049	92893.23	251155.77	1199.06	779
2238	2239	416	357	364	305665	42793.1	262871.9	1254.99	766
2239	6460	237	495	309	391469	74379.11	317089.89	1513.84	754
2240	9324	420	365	205	424333	123056.57	301276.43	1438.34	778
2241	5158	377	465	366	478161	52597.71	425563.29	2551.47	680
2242	8426	216	401	251	341844	95716.32	246127.68	1806	558
2243	7950	345	482	395	233467	25681.37	207785.63	1115.44	741
2244	5795	469	453	312	372830	100664.1	272165.9	1997.06	530
2245	7723	304	355	293	490482	53953.02	436528.98	2904.24	634
2246	3003	295	429	311	366911	88058.64	278852.36	1175.65	845
2247	4743	412	382	404	308100	80106	227994	1223.92	718
2248	6474	435	426	368	303644	66801.68	236842.32	1737.87	550
2249	9452	344	441	210	233840	18707.2	215132.8	1578.57	509
2250	6930	214	411	249	451562	22578.1	428983.9	2571.98	666
2251	9263	455	408	383	458983	27538.98	431444.02	3165.78	537
2252	4780	285	481	415	410513	45156.43	365356.57	1744.27	794
2253	6470	337	375	246	416093	95701.39	320391.61	1529.6	699
2254	3777	467	396	252	470122	108128.06	361993.94	1728.21	782
2255	4146	308	389	304	452816	122260.32	330555.68	2425.5	547
2256	4974	446	410	439	295300	70872	224428	1493.13	608
2257	8114	260	429	369	463604	27816.24	435787.76	1837.3	802
2258	2937	317	362	447	369793	107239.97	262553.03	1926.52	582
2259	3997	450	425	274	479642	129503.34	350138.66	2329.48	646
2260	7707	232	417	240	388360	27185.2	361174.8	2165.43	656
2261	7232	396	425	261	290235	20316.45	269918.55	1137.99	827
2262	2331	450	401	434	466891	32682.37	434208.63	2072.98	775
2263	9320	342	448	221	471802	136822.58	334979.42	2228.63	610
2264	3637	437	493	402	326877	42494.01	284382.99	1198.97	829
2265	9903	373	414	318	281277	33753.24	247523.76	1816.24	534
2266	3464	271	430	372	309519	37142.28	272376.72	1633.04	686
2267	8474	426	490	326	396919	91291.37	305627.63	2242.59	588
2268	9263	451	479	435	481124	115469.76	365654.24	1541.61	829
2269	5568	331	492	252	298903	74725.75	224177.25	1344.06	662
2270	9056	283	416	288	484026	125846.76	358179.24	1710	765
2271	6136	203	457	313	407598	24455.88	383142.12	2297.13	686
2272	4932	401	416	263	260459	36464.26	223994.74	1342.96	800
2273	5963	465	416	402	447531	71604.96	375926.04	2758.41	544
2274	4099	333	410	413	292693	46830.88	245862.12	1036.56	829
2275	4294	297	466	431	354323	63778.14	290544.86	2131.92	592
2276	2866	387	450	333	475377	28522.62	446854.38	2972.93	609
2277	8659	442	475	347	355410	81744.3	273665.7	1153.79	803
2278	7934	489	372	312	242853	55856.19	186996.81	1003.84	739
2279	2505	398	478	329	384121	65300.57	318820.43	1911.49	695
2280	9513	434	357	334	470714	89435.66	381278.34	2797.69	555
2281	6871	463	392	227	392230	39223	353007	1488.29	809
2282	6455	488	482	286	332038	69727.98	262310.02	1924.74	573
2283	5345	363	447	333	362943	97994.61	264948.39	1944.1	574
2284	6978	267	455	424	246257	59101.68	187155.32	1245.15	635
2285	6643	491	427	332	265927	71800.29	194126.71	1042.11	706
2286	6413	276	377	333	274629	71403.54	203225.46	970.23	759
2287	3663	294	389	444	270743	70393.18	200349.82	1470.1	506
2288	4907	263	483	284	457726	27463.56	430262.44	3157.11	750
2289	6530	259	366	252	492263	34458.41	457804.59	2744.77	692
2290	6484	208	387	367	390615	113278.35	277336.65	2035	537
2291	4558	390	472	389	387104	23226.24	363877.76	2420.89	641
2292	2242	308	381	441	308105	64702.05	243402.95	1162.04	780
2293	5476	214	442	229	425512	80847.28	344664.72	2066.44	670
2294	6579	358	354	266	265449	13272.45	252176.55	1063.19	804
2295	4528	319	437	263	258586	67232.36	191353.64	913.55	791
2296	5616	364	421	365	331242	49686.3	281555.7	2065.96	521
2297	3469	224	391	405	352422	56387.52	296034.48	1413.31	784
2298	3977	358	480	234	248543	34796.02	213746.98	901.17	821
2299	8028	423	369	293	284507	62591.54	221915.46	1476.41	617
2300	4773	452	470	410	277932	72262.32	205669.68	867.11	810
2301	7372	481	350	438	484860	130912.2	353947.8	1689.8	794
2302	4399	235	482	316	279567	36343.71	243223.29	1161.19	770
2303	4027	351	479	244	442180	79592.4	362587.6	2660.54	581
2304	3022	239	417	430	325436	16271.8	309164.2	2056.88	617
2305	5775	406	461	269	451681	108403.44	343277.56	1842.79	702
2306	3974	408	446	311	332539	73158.58	259380.42	1392.41	736
2307	3793	272	448	257	249101	52311.21	196789.79	1309.25	648
2308	8991	443	367	225	452626	81472.68	371153.32	1771.94	759
2309	2908	464	375	399	470410	89377.9	381032.1	1606.45	809
2310	4072	221	367	432	394567	82859.07	311707.93	1673.32	746
2311	5209	291	375	318	354947	17747.35	337199.65	2474.25	534
2312	4348	332	392	324	422310	80238.9	342071.1	1836.31	741
2313	4302	438	364	297	444773	88954.6	355818.4	1910.11	712
2314	6822	241	390	210	284290	34114.8	250175.2	1194.37	788
2315	8851	383	384	309	379166	60666.56	318499.44	2118.98	609
2316	5073	443	430	375	424376	38193.84	386182.16	2833.67	516
2317	3674	457	460	325	450696	126194.88	324501.12	1945.55	675
2318	8419	339	374	448	325471	84622.46	240848.54	1015.43	813
2319	8718	483	457	260	397571	75538.49	322032.51	1357.7	811
2320	4587	361	436	298	297447	62463.87	234983.13	1563.35	635
2321	3946	472	356	336	429347	34347.76	394999.24	2898.36	579
2322	3473	386	447	225	378067	94516.75	283550.25	1886.47	617
2323	3155	383	496	403	447602	76092.34	371509.66	1773.64	760
2324	7672	357	468	359	323877	58297.86	265579.14	1267.92	780
2325	7885	306	443	215	449835	107960.4	341874.6	2274.5	614
2326	5971	201	422	241	237551	42759.18	194791.82	1167.88	656
2327	7676	255	352	336	284245	19897.15	264347.85	1114.5	824
2328	7663	491	499	309	493923	69149.22	424773.78	2027.93	755
2329	2726	283	422	261	302197	75549.25	226647.75	1082.05	780
2330	6166	352	351	210	256465	58986.95	197478.05	1060.1	706
2331	9127	481	438	227	326246	71774.12	254471.88	1072.86	828
2332	7763	352	489	326	337561	37131.71	300429.29	1801.23	698
2333	9658	362	426	261	314908	72428.84	242479.16	1157.63	784
2334	8836	385	487	420	389353	35041.77	354311.23	1691.54	753
2335	5239	269	462	316	393044	47165.28	345878.72	1651.28	766
2336	5257	240	389	255	338948	67789.6	271158.4	1143.21	835
2337	7025	336	391	222	404031	80806.2	323224.8	2150.42	603
2338	7963	486	387	445	335684	36925.24	298758.76	1987.65	603
2339	9862	418	357	325	241187	26530.57	214656.43	1286.97	669
2340	2521	410	400	263	393323	74731.37	318591.63	1521.01	766
2341	7698	269	398	312	447659	58195.67	389463.33	2591.11	639
2342	2636	353	446	254	498253	44842.77	453410.23	1911.6	845
2343	6073	393	411	363	283199	25487.91	257711.09	1714.56	630
2344	5581	400	434	341	403006	84631.26	318374.74	2118.16	642
2345	8816	321	408	362	241103	16877.21	224225.79	1203.69	745
2346	5686	225	402	427	438339	26300.34	412038.66	1967.14	766
2347	2551	279	445	353	271521	54304.2	217216.8	1593.86	529
2348	8855	221	420	274	319021	73374.83	245646.17	1035.65	848
2349	8936	342	475	343	342393	65054.67	277338.33	2035.01	554
2350	2756	453	391	269	330761	59536.98	271224.02	1294.86	796
2351	3729	443	447	352	263937	60705.51	203231.49	1491.24	580
2352	4034	277	376	403	283154	14157.7	268996.3	1789.64	629
2353	6805	326	387	426	333621	96750.09	236870.91	1271.57	737
2354	7606	265	383	216	402474	96593.76	305880.24	1833.91	661
2355	7723	417	455	232	249740	69927.2	179812.8	758.1	810
2356	8764	322	428	433	259367	51873.4	207493.6	1113.87	723
2357	9178	455	430	226	281271	28127.1	253143.9	1208.55	758
2358	5811	368	433	437	448670	31406.9	417263.1	2239.96	701
2359	5361	335	398	354	326705	26136.4	300568.6	1434.96	779
2360	3053	240	495	305	430466	38741.94	391724.06	2606.15	646
2361	4389	263	489	424	345332	51799.8	293532.2	2153.84	559
2362	7828	226	487	305	250135	17509.45	232625.55	1248.78	704
2363	3780	314	441	418	428046	51365.52	376680.48	2763.95	559
2364	4927	217	464	326	339756	44168.28	295587.72	1772.2	668
2365	2138	496	451	300	465255	125618.85	339636.15	1621.47	787
2366	9724	303	433	404	340218	78250.14	261967.86	1250.67	758
2367	7468	218	453	288	265114	21209.12	243904.88	1164.44	761
2368	3601	271	364	342	246606	44389.08	202216.92	1345.35	616
2369	6949	430	499	405	495894	133891.38	362002.62	2656.25	591
2370	3614	364	441	251	247667	37150.05	210516.95	1262.16	664
2371	9907	350	429	417	481274	125131.24	356142.76	1911.85	741
2372	6925	281	397	263	460074	23003.7	437070.3	2346.29	740
2373	4255	477	442	426	453923	27235.38	426687.62	2838.76	629
2374	9974	406	490	251	322429	45140.06	277288.94	1169.06	810
2375	9309	394	375	383	304718	76179.5	228538.5	1676.93	540
2376	9625	328	389	288	436011	65401.65	370609.35	2719.4	595
2377	9435	433	486	255	467756	79518.52	388237.48	1853.51	791
2378	3963	412	498	437	352724	81126.52	271597.48	1628.36	655
2379	2770	252	397	390	423818	101716.32	322101.68	1729.11	723
2380	6300	408	494	217	287541	71885.25	215655.75	1582.41	537
2381	5475	336	412	249	350045	17502.25	332542.75	1993.76	683
2382	3529	273	370	323	406949	89528.78	317420.22	2329.12	525
2383	8374	203	496	399	327872	32787.2	295084.8	1408.78	780
2384	5438	456	441	230	278237	58429.77	219807.23	1462.38	626
2385	4371	320	412	440	272120	54424	217696	1597.38	553
2386	3611	443	406	400	329891	36288.01	293602.99	1953.35	615
2387	7521	395	464	305	494969	138591.32	356377.68	2614.97	549
2388	8105	419	361	300	315279	44139.06	271139.94	1625.62	692
2389	9742	346	370	236	445389	48992.79	396396.21	1671.22	847
2390	9669	290	396	287	486887	116852.88	370034.12	1560.08	818
2391	8763	407	466	379	237328	52212.16	185115.84	1358.31	558
2392	8375	235	379	436	279661	81101.69	198559.31	1065.91	705
2393	6284	299	404	335	334260	16713	317547	1704.66	703
2394	4132	263	494	318	287786	31656.46	256129.54	1879.39	578
2395	7499	255	462	314	424424	118838.72	305585.28	2242.28	570
2396	7912	337	385	360	242466	67890.48	174575.52	937.16	748
2397	9200	492	394	417	462555	129515.4	333039.6	2443.73	532
2398	4362	216	454	407	416401	95772.23	320628.77	1721.2	735
2399	4566	210	351	261	385993	54039.02	331953.98	2435.76	562
2400	9197	481	407	441	354942	99383.76	255558.24	1371.89	726
2401	5284	236	372	398	396985	83366.85	313618.15	2301.22	590
2402	9202	470	370	396	325528	65105.6	260422.4	1398	731
2403	5600	217	419	384	387347	61975.52	325371.48	1950.77	681
2404	4203	252	448	446	352637	67001.03	285635.97	2095.9	518
2405	3180	432	444	204	393793	63006.88	330786.12	1579.22	769
2406	6032	425	374	442	388081	34927.29	353153.71	2117.33	681
2407	4286	242	356	252	379295	83444.9	295850.1	2170.84	566
2408	2596	404	495	318	496400	124100	372300	2731.81	560
2409	5870	435	413	255	352342	102179.18	250162.82	1499.85	681
2410	8115	441	494	323	345574	20734.44	324839.56	2383.56	569
2411	3632	338	480	397	456347	82142.46	374204.54	1577.66	826
2412	4871	466	461	338	459032	59674.16	399357.84	2656.94	624
2413	2802	300	420	432	361764	32558.76	329205.24	2415.59	512
2414	9525	309	428	449	395575	39557.5	356017.5	2134.5	651
2415	7109	270	442	394	440979	101425.17	339553.83	2035.8	749
2416	3807	290	412	447	283802	73788.52	210013.48	885.43	806
2417	5261	381	405	267	265795	58474.9	207320.1	1379.31	647
2418	2469	418	390	413	413045	115652.6	297392.4	1419.8	751
2419	4110	482	493	280	275995	46919.15	229075.85	1524.05	614
2420	3035	346	365	425	389711	31176.88	358534.12	2385.34	642
2421	2592	425	488	273	408947	102236.75	306710.25	2040.55	640
2422	9744	313	355	238	330307	66061.4	264245.6	1418.53	745
2423	3270	412	350	296	322860	77486.4	245373.6	1317.22	713
2424	8686	248	435	309	387920	93100.8	294819.2	1242.97	842
2425	6421	235	435	310	284048	82373.92	201674.08	1082.63	735
2426	5536	337	351	300	478913	67047.82	411865.18	2740.15	616
2427	5748	360	492	404	364084	72816.8	291267.2	1937.81	650
2428	5640	461	458	325	260606	65151.5	195454.5	933.13	776
2429	7780	264	412	310	242039	50828.19	191210.81	806.15	821
2430	2920	411	438	411	491664	113082.72	378581.28	1596.11	835
2431	5012	319	446	297	453996	77179.32	376816.68	1798.98	754
2432	3773	379	390	352	488702	34209.14	454492.86	2439.82	727
2433	8640	231	412	353	317452	69839.44	247612.56	1329.24	725
2434	4107	418	459	253	425684	68109.44	357574.56	1707.12	755
2435	7548	288	447	307	342751	99397.79	243353.21	1306.37	704
2436	6335	473	459	416	341636	40996.32	300639.68	1267.51	801
2437	3993	366	388	208	465069	23253.45	441815.55	2371.76	702
2438	9611	276	418	404	309573	27861.57	281711.43	1344.93	780
2439	5602	394	394	344	325097	26007.76	299089.24	1605.58	712
2440	9725	238	463	341	482890	101406.9	381483.1	2799.19	580
2441	4925	297	478	437	300481	60096.2	240384.8	1763.86	559
2442	6716	237	378	266	489551	83223.67	406327.33	2981.49	529
2443	8714	386	427	210	471753	33022.71	438730.29	2355.2	711
2444	5844	442	475	219	249575	72376.75	177198.25	1062.39	698
2445	4848	469	405	366	470201	79934.17	390266.83	2095.04	746
2446	5537	455	459	208	337013	97733.77	239279.23	1142.36	770
2447	3591	394	352	361	489581	58749.72	430831.28	1816.4	812
2448	2141	439	360	332	406497	28454.79	378042.21	2266.55	663
2449	4640	385	397	392	409172	73650.96	335521.04	2461.93	543
2450	5932	481	397	303	322401	70928.22	251472.78	1845.22	590
2451	4732	481	458	372	325765	22803.55	302961.45	1446.38	782
2452	6602	267	458	274	361460	28916.8	332543.2	2440.08	508
2453	4489	233	443	242	378217	75643.4	302573.6	2220.18	532
2454	6007	321	358	205	447697	67154.55	380542.45	2792.29	591
2455	9995	436	386	207	323602	90608.56	232993.44	1709.62	558
2456	6193	331	461	412	454707	63658.98	391048.02	2601.65	611
2457	7723	438	478	243	362595	79770.9	282824.1	1518.26	721
2458	4006	488	458	226	380528	106547.84	273980.16	2010.37	521
2459	9796	313	447	428	387336	23240.16	364095.84	1535.04	808
2460	7642	324	473	341	424006	50880.72	373125.28	2003.02	746
2461	4395	493	499	306	411539	41153.9	370385.1	2220.65	683
2462	3153	203	355	387	490910	108000.2	382909.8	2547.51	605
2463	5284	274	495	227	253647	35510.58	218136.42	1600.61	584
2464	9591	303	459	271	465451	134980.79	330470.21	1981.34	668
2465	3509	365	447	336	286423	57284.6	229138.4	1681.34	538
2466	6463	462	392	435	364428	18221.4	346206.6	2075.68	692
2467	6384	391	389	208	387351	65849.67	321501.33	1725.89	729
2468	8752	386	422	380	497709	104518.89	393190.11	2615.9	629
2469	4825	381	358	265	251292	42719.64	208572.36	1530.43	567
2470	2393	399	400	259	351288	59718.96	291569.04	1565.21	746
2471	3059	422	356	239	271820	73391.4	198428.6	1065.21	714
2472	6311	304	357	327	393172	27522.04	365649.96	1962.89	600
2473	4554	315	407	211	420519	96719.37	323799.63	2375.93	517
2474	5305	360	492	220	375655	82644.1	293010.9	2150.01	546
2475	2107	449	380	358	475245	76039.2	399205.8	1905.87	781
2476	3663	209	354	381	359140	43096.8	316043.2	2319.01	506
2477	7071	440	427	344	336397	70643.37	265753.63	1593.33	698
2478	5468	398	406	363	346207	51931.05	294275.95	2159.29	522
2479	4006	246	443	215	475818	76130.88	399687.12	2396.33	666
2480	7139	266	472	236	456137	91227.4	364909.6	2187.82	666
2481	6063	285	412	434	489051	88029.18	401021.82	1914.54	788
2482	4312	452	429	361	262345	15740.7	246604.3	1809.49	545
2483	6092	207	473	416	492045	73806.75	418238.25	2782.55	622
2484	4561	435	424	417	391260	101727.6	289532.4	1382.27	760
2485	7208	394	464	406	486973	68176.22	418796.78	1765.66	834
2486	2121	342	463	444	457386	32017.02	425368.98	2829.99	629
2487	7214	217	473	423	362778	90694.5	272083.5	1298.97	769
2488	8468	475	367	444	434025	73784.25	360240.75	1518.79	835
2489	8416	374	374	443	481115	91411.85	389703.15	2592.7	631
2490	3498	247	431	259	444773	53372.76	391400.24	1650.16	808
2491	9982	279	395	290	330348	46248.72	284099.28	1890.12	622
2492	6439	418	421	299	389534	112964.86	276569.14	1658.17	677
2493	3323	395	490	244	276413	41461.95	234951.05	990.56	839
2494	4894	495	445	211	456291	54754.92	401536.08	2155.53	737
2495	2147	279	383	261	283644	51055.92	232588.08	980.6	815
2496	9910	336	488	204	402476	48297.12	354178.88	1690.9	761
2497	5948	231	452	264	482089	110880.47	371208.53	1565.03	829
2498	6093	316	462	264	406045	93390.35	312654.65	2294.15	544
2499	4249	273	439	434	356777	92762.02	264014.98	1937.25	590
2500	5849	228	405	227	411086	106882.36	304203.64	1452.31	781
2501	2266	289	407	207	266423	13321.15	253101.85	1208.35	774
2502	3760	285	389	274	395014	47401.68	347612.32	2550.66	572
2503	9549	300	418	218	317538	22227.66	295310.34	1964.71	607
2504	6199	441	442	259	297804	23824.32	273979.68	2010.37	523
2505	9573	319	358	412	471020	103624.4	367395.6	2695.82	699
2506	3513	421	426	360	320899	93060.71	227838.29	1366.01	660
2507	6878	263	496	278	264144	15848.64	248295.36	1488.66	672
2508	6339	372	416	239	365179	94946.54	270232.46	1620.18	653
2509	2723	479	374	239	297030	65346.6	231683.4	976.79	837
2510	5212	251	355	312	295400	76804	218596	1173.47	734
2511	5302	344	447	357	443720	106492.8	337227.2	1810.31	703
2512	9439	445	421	296	388143	34932.87	353210.13	1896.11	799
2513	5980	298	389	443	317209	34892.99	282316.01	1878.26	626
2514	3564	201	383	319	257477	33472.01	224004.99	1643.67	501
2515	4556	385	433	286	482582	120645.5	361936.5	2407.97	622
2516	4393	477	390	434	295946	85824.34	210121.66	1003.15	753
2517	4970	277	462	357	479119	23955.95	455163.05	3339.83	597
2518	6147	305	409	215	259391	51878.2	207512.8	1522.66	557
2519	3696	380	421	420	492128	132874.56	359253.44	1514.63	819
2520	8193	460	448	244	356954	32125.86	324828.14	1369.49	825
2521	6063	212	428	200	429881	85976.2	343904.8	1449.92	806
2522	6734	465	474	231	252905	20232.4	232672.6	1707.27	578
2523	6383	456	493	301	271235	43397.6	227837.4	1087.73	758
2524	6945	447	473	307	452404	95004.84	357399.16	2622.47	508
2525	5953	438	362	350	240368	43266.24	197101.76	1058.08	728
2526	4328	205	457	208	352805	35280.5	317524.5	2329.88	569
2527	7833	209	360	305	272272	70790.72	201481.28	1207.98	683
2528	3997	420	401	325	450998	54119.76	396878.24	2379.49	654
2529	7902	427	466	297	318298	63659.6	254638.4	1694.12	606
2530	4731	294	392	305	393541	51160.33	342380.67	1634.58	767
2531	6693	407	385	338	254751	35665.14	219085.86	1457.58	627
2532	8520	331	351	351	346592	27727.36	318864.64	1711.73	716
2533	9376	472	477	308	416673	45834.03	370838.97	2721.08	535
2534	4390	226	435	440	233076	32630.64	200445.36	1201.77	665
2535	2843	337	424	406	334274	30084.66	304189.34	2232.03	598
2536	3791	258	371	382	247649	56959.27	190689.73	1143.28	680
2537	3033	324	407	320	286020	42903	243117	1457.61	676
2538	6478	229	453	436	374854	44982.48	329871.52	1574.86	772
2539	2945	332	350	301	461764	115441	346323	1653.4	754
2540	8861	488	440	377	417898	112832.46	305065.54	1456.43	785
2541	2265	211	491	448	300065	45009.75	255055.25	1871.51	542
2542	9324	381	396	348	248854	49770.8	199083.2	1460.8	553
2543	8336	388	471	414	385223	30817.84	354405.16	2600.5	512
2544	8383	395	456	276	375774	48850.62	326923.38	1960.07	689
2545	8895	391	452	357	372141	52099.74	320041.26	1349.31	825
2546	5635	306	420	308	444030	53283.6	390746.4	1865.48	769
